epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,5.0,,,
16.0,116.0,503.0,38720.0,1000.0,1.9880716,136.0,136.0,126111.45,0.009003,3.875,,,
22.0,9.0,2139.0,78720.0,2000.0,0.93501633,200.0,168.0,142008820.0,0.008003,2.75,,,
27.0,149.0,4001.0,118720.0,3000.0,0.74981254,166.0,167.33333,6146180600.0,0.007003,1.625,,,
34.0,9.0,5836.0,158720.0,4000.0,0.68540096,157.0,164.75,13262061000.0,0.006003,0.5,,,
40.0,66.0,7702.0,198720.0,5000.0,0.649182,145.0,160.8,20401875000.0,0.005003,0.5,,,
46.0,118.0,9518.0,238720.0,6000.0,0.6303845,152.0,159.33333,34292484000.0,0.004003,0.5,,,
53.0,22.0,11381.0,278720.0,7000.0,0.6150602,163.0,159.85715,8354315300.0,0.003003,0.5,,,
59.0,59.0,13108.0,318720.0,8000.0,0.6103143,157.0,159.5,13672890.0,0.002003,0.5,,,
65.0,126.0,14867.0,358720.0,9000.0,0.6053676,150.0,158.44444,85305930000.0,0.001003,0.5,,,
71.0,145.0,16733.0,398720.0,10000.0,0.59762144,167.0,159.3,239649750000.0,3e-06,0.5,,,
