epi,t,wall_t,opt_step,frame,fps,total_reward,total_reward_ma,loss,lr,explore_var,entropy_coef,entropy,grad_norm
0.0,0.0,0.0,0.0,0.0,0.0,,,,0.01,5.0,,,
23.0,54.0,1825.0,38720.0,1000.0,0.5479452,120.0,120.0,18783.014,0.009003,3.875,,,
43.0,108.0,3704.0,78720.0,2000.0,0.5399568,165.0,142.5,57189.996,0.008003,2.75,,,
58.0,19.0,5560.0,118720.0,3000.0,0.53956836,27.0,104.0,9388757.0,0.007003,1.625,,,
91.0,9.0,7472.0,158720.0,4000.0,0.5353319,42.0,88.5,2310381.2,0.006003,0.5,,,
105.0,14.0,9441.0,198720.0,5000.0,0.5296049,89.0,88.6,22455536.0,0.005003,0.5,,,
115.0,11.0,11516.0,238720.0,6000.0,0.5210142,68.0,85.166664,322265730.0,0.004003,0.5,,,
123.0,41.0,13619.0,278720.0,7000.0,0.51398784,138.0,92.71429,112728680.0,0.003003,0.5,,,
128.0,153.0,15654.0,318720.0,8000.0,0.5110515,200.0,106.125,554548160.0,0.002003,0.5,,,
133.0,153.0,17734.0,358720.0,9000.0,0.5074997,200.0,116.55556,4281605000.0,0.001003,0.5,,,
139.0,72.0,19806.0,398720.0,10000.0,0.50489753,177.0,122.6,1681800700.0,3e-06,0.5,,,
