trial,agent.0.net.hid_layers,final_return_ma,strength,max_strength,final_strength,sample_efficiency,training_efficiency,stability,consistency
1,[64],121.67500114440918,99.81500244140625,144.63999938964844,102.13999938964844,0.0002534831000957638,6.429631980608974e-06,0.861903827637434,0.04290199948757745
0,[32],115.25,93.39000129699707,178.13999938964844,160.13999938964844,0.00019053470896324143,4.8156300636037486e-06,0.8195241261273623,-0.06691208388879755
3,"[64, 32]",107.89999866485596,86.04000282287598,157.38999938964844,66.38999938964844,0.0003393686783965677,8.644369472676772e-06,0.6231313720345497,-0.8311799122552264
2,"[32, 16]",96.5,74.64000034332275,139.88999938964844,83.63999938964844,0.00027910897188121453,7.082850174811028e-06,0.6379058845341206,-0.32329578711880225
